Beginning of Month Date|End of Month Date|sector_id|Sector|Commercial Property Price Index (CPPI)|CPRI
01/07/2010|01/06/2010|31|Health Care - Senior Housing (NNN)|83.05988906|98.73161958
01/07/2010|01/06/2010|32|Health Care - Senior Housing (RIDEA)|72.85251292|84.9148201
01/07/2010|01/06/2010|100|GS Universe|77.26708013|90.85853976
01/07/2010|01/06/2010|101|GS Major Sector|73.55297715|85.83869703
01/08/2010|01/07/2010|13|Retail|77.17132386|91.45684771
01/08/2010|01/07/2010|31|Health Care - Senior Housing (NNN)|83.05988906|99.28959012
01/08/2010|01/07/2010|32|Health Care - Senior Housing (RIDEA)|74.74263056|87.55820369
01/08/2010|01/07/2010|100|GS Universe|78.60809835|92.85685013
01/08/2010|01/07/2010|101|GS Major Sector|74.5911957|87.43223989
01/08/2010|01/07/2010|1|Apartment|83.19386112|97.95510233
01/08/2010|01/07/2010|4|Health Care|85.54553652|102.20723529
01/08/2010|01/07/2010|5|Lodging|74.10588507|89.33935464
01/08/2010|01/07/2010|6|Industrial|69.5947389|81.60197309
01/08/2010|01/07/2010|7|Mall|75.37990298|88.0603301
01/08/2010|01/07/2010|8|Manufactured Home Park|97.71417834|115.55179588
01/08/2010|01/07/2010|9|Office|68.17972651|77.47044354
01/08/2010|01/07/2010|10|Self-Storage|80.1960334|99.04344425
01/08/2010|01/07/2010|11|Strip Center|78.19025324|93.3463443
01/08/2010|01/07/2010|12|Student Housing|97.14466393|114.84052105
01/08/2010|01/07/2010|18|Lab Space|90.32902434|105.43270838
01/08/2010|01/07/2010|23|Health Care - Medical Office|90.26042707|107.38066497
01/08/2010|01/07/2010|25|Health Care - Skilled Nursing|93.04099005|119.56262995
01/09/2010|01/08/2010|1|Apartment|85.38403752|100.94610283
01/09/2010|01/08/2010|4|Health Care|86.09471814|103.42272362
01/09/2010|01/08/2010|5|Lodging|74.77652676|90.52150584
01/09/2010|01/08/2010|6|Industrial|69.50790811|81.91745662
01/09/2010|01/08/2010|7|Mall|75.93822449|89.12850582
01/09/2010|01/08/2010|8|Manufactured Home Park|98.03255096|116.51995821
01/09/2010|01/08/2010|9|Office|69.90395926|79.7057344
01/09/2010|01/08/2010|10|Self-Storage|80.51510222|99.98579927
01/09/2010|01/08/2010|11|Strip Center|78.58073116|94.24935503
01/09/2010|01/08/2010|12|Student Housing|100.10083988|118.86579495
01/09/2010|01/08/2010|13|Retail|77.64981366|92.45390161
01/09/2010|01/08/2010|18|Lab Space|90.98697588|106.73553157
01/09/2010|01/08/2010|23|Health Care - Medical Office|90.50762588|108.20572193
01/09/2010|01/08/2010|25|Health Care - Skilled Nursing|93.50274612|121.02539332
01/09/2010|01/08/2010|31|Health Care - Senior Housing (NNN)|83.4721096|100.34348141
01/09/2010|01/08/2010|32|Health Care - Senior Housing (RIDEA)|75.67922116|89.09700368
01/09/2010|01/08/2010|100|GS Universe|79.6153368|94.47297453
01/09/2010|01/08/2010|101|GS Major Sector|75.64607176|89.05314401
01/10/2010|01/09/2010|1|Apartment|87.74097892|104.15513678
01/10/2010|01/09/2010|4|Health Care|86.09502575|103.98900854
01/10/2010|01/09/2010|5|Lodging|74.77652676|90.89972851
01/10/2010|01/09/2010|6|Industrial|70.81812796|83.88050431
01/10/2010|01/09/2010|7|Mall|79.9006466|94.19850377
01/10/2010|01/09/2010|8|Manufactured Home Park|100.84167018|120.45558015
01/10/2010|01/09/2010|9|Office|70.46168495|80.61982643
01/10/2010|01/09/2010|10|Self-Storage|80.51510222|100.5393158
01/10/2010|01/09/2010|11|Strip Center|81.28817887|97.93767927
01/10/2010|01/09/2010|12|Student Housing|101.94470805|121.5932942
01/10/2010|01/09/2010|13|Retail|81.01336646|96.89251249
01/10/2010|01/09/2010|18|Lab Space|90.99022669|107.27999478
01/10/2010|01/09/2010|23|Health Care - Medical Office|90.50762588|108.7407721
01/10/2010|01/09/2010|25|Health Care - Skilled Nursing|93.50274612|121.90541182
01/10/2010|01/09/2010|31|Health Care - Senior Housing (NNN)|83.4721096|100.9105612
01/10/2010|01/09/2010|32|Health Care - Senior Housing (RIDEA)|75.67922116|89.54638399
01/10/2010|01/09/2010|100|GS Universe|81.06204187|96.62129925
01/10/2010|01/09/2010|101|GS Major Sector|77.49466029|91.61855467
01/11/2010|01/10/2010|1|Apartment|87.74097892|104.57820768
01/11/2010|01/10/2010|4|Health Care|88.7086644|107.71487765
01/11/2010|01/10/2010|5|Lodging|78.56984619|95.8908174
01/11/2010|01/10/2010|6|Industrial|71.44131971|85.03679499
01/11/2010|01/10/2010|7|Mall|79.9006466|94.61657035
01/11/2010|01/10/2010|8|Manufactured Home Park|100.84167018|121.0538998
01/11/2010|01/10/2010|9|Office|70.57075822|81.02351723
01/11/2010|01/10/2010|10|Self-Storage|80.51510222|101.09589657
01/11/2010|01/10/2010|11|Strip Center|80.86472747|97.86914063
01/11/2010|01/10/2010|12|Student Housing|101.42613509|121.51422576
01/11/2010|01/10/2010|13|Retail|80.80235655|97.07362037
01/11/2010|01/10/2010|18|Lab Space|90.98696142|107.81953153
01/11/2010|01/10/2010|23|Health Care - Medical Office|93.53531185|112.91609414
01/11/2010|01/10/2010|25|Health Care - Skilled Nursing|95.9633447|125.9998664
01/11/2010|01/10/2010|31|Health Care - Senior Housing (NNN)|86.81047468|105.51664043
01/11/2010|01/10/2010|32|Health Care - Senior Housing (RIDEA)|78.21580264|92.99940556
01/11/2010|01/10/2010|100|GS Universe|81.81814471|97.95519325
01/11/2010|01/10/2010|101|GS Major Sector|77.64467521|92.18483539
01/12/2010|01/11/2010|1|Apartment|89.93142036|107.61377761
01/12/2010|01/11/2010|4|Health Care|89.42548991|109.155581
01/12/2010|01/11/2010|5|Lodging|78.57506302|96.29357963
01/12/2010|01/11/2010|6|Industrial|74.76417987|89.41190145
01/12/2010|01/11/2010|7|Mall|79.80077566|94.91822743
01/12/2010|01/11/2010|8|Manufactured Home Park|101.17389309|122.05400349
01/12/2010|01/11/2010|9|Office|71.87232|82.79774344
01/12/2010|01/11/2010|10|Self-Storage|80.91506892|102.15776236
01/12/2010|01/11/2010|11|Strip Center|81.66743812|99.28448035
01/12/2010|01/11/2010|12|Student Housing|103.17723778|124.15426293
01/12/2010|01/11/2010|13|Retail|81.1529033|97.93028333
01/12/2010|01/11/2010|18|Lab Space|93.16091948|110.94181203
01/12/2010|01/11/2010|23|Health Care - Medical Office|93.79147967|113.76408631
01/12/2010|01/11/2010|25|Health Care - Skilled Nursing|96.43960421|127.51520042
01/12/2010|01/11/2010|31|Health Care - Senior Housing (NNN)|87.24130913|106.6103144
01/12/2010|01/11/2010|32|Health Care - Senior Housing (RIDEA)|79.19591512|94.61736381
01/12/2010|01/11/2010|100|GS Universe|83.06441581|99.88256024
01/12/2010|01/11/2010|101|GS Major Sector|79.47433869|94.74754869
01/01/2011|01/12/2010|13|Retail|82.09529119|99.50700872
01/01/2011|01/12/2010|31|Health Care - Senior Housing (NNN)|87.24130913|107.18622454
01/01/2011|01/12/2010|32|Health Care - Senior Housing (RIDEA)|81.37798721|97.68480887
01/01/2011|01/12/2010|100|GS Universe|83.71841495|101.10836129
01/01/2011|01/12/2010|101|GS Major Sector|79.90687662|95.65697991
01/01/2011|01/12/2010|1|Apartment|90.38471295|108.58991907
01/01/2011|01/12/2010|4|Health Care|91.14170597|111.82731853
01/01/2011|01/12/2010|5|Lodging|79.25423578|97.52247447
01/01/2011|01/12/2010|6|Industrial|74.78543466|89.85810941
01/01/2011|01/12/2010|7|Mall|81.59730949|97.47631361
01/01/2011|01/12/2010|8|Manufactured Home Park|101.17389309|122.66035936
01/01/2011|01/12/2010|9|Office|72.21965935|83.47934425
01/01/2011|01/12/2010|10|Self-Storage|80.91506892|102.71924871
01/01/2011|01/12/2010|11|Strip Center|81.72560647|99.80577907
01/01/2011|01/12/2010|12|Student Housing|103.17723778|124.7044997
01/01/2011|01/12/2010|18|Lab Space|93.16091948|111.4930684
01/01/2011|01/12/2010|23|Health Care - Medical Office|96.37053044|117.43512957
01/01/2011|01/12/2010|25|Health Care - Skilled Nursing|99.04608|131.86226612
01/02/2011|01/01/2011|1|Apartment|90.38471295|109.02389219
01/02/2011|01/01/2011|4|Health Care|91.14172996|112.40623347
01/02/2011|01/01/2011|5|Lodging|87.17965935|107.67629595
01/02/2011|01/01/2011|6|Industrial|74.78543466|90.28106886
01/02/2011|01/01/2011|7|Mall|81.59520324|97.90245017
01/02/2011|01/01/2011|8|Manufactured Home Park|101.17389309|123.26972756
01/02/2011|01/01/2011|9|Office|73.07661258|84.75223308
01/02/2011|01/01/2011|10|Self-Storage|80.91506892|103.28382115
01/02/2011|01/01/2011|11|Strip Center|81.72560647|100.25836033
01/02/2011|01/01/2011|12|Student Housing|103.17723778|125.25717505
01/02/2011|01/01/2011|13|Retail|82.09423164|99.95012901
01/02/2011|01/01/2011|18|Lab Space|93.16116468|112.04735734
01/02/2011|01/01/2011|23|Health Care - Medical Office|96.37053044|117.97913213
01/02/2011|01/01/2011|25|Health Care - Skilled Nursing|99.04608|132.7662781
01/02/2011|01/01/2011|31|Health Care - Senior Housing (NNN)|87.24130913|107.76524576
01/02/2011|01/01/2011|32|Health Care - Senior Housing (RIDEA)|81.37798721|98.14636663
01/02/2011|01/01/2011|100|GS Universe|84.56211993|102.56904248
01/02/2011|01/01/2011|101|GS Major Sector|80.14366109|96.33625248
01/03/2011|01/02/2011|1|Apartment|91.07788093|110.29571308
01/03/2011|01/02/2011|4|Health Care|94.47516894|117.09928755
01/03/2011|01/02/2011|5|Lodging|84.52767823|104.83929709
01/03/2011|01/02/2011|6|Industrial|78.20097483|94.82926347
01/03/2011|01/02/2011|7|Mall|81.57507548|98.30884223
01/03/2011|01/02/2011|8|Manufactured Home Park|101.56236569|124.35543597
01/03/2011|01/02/2011|9|Office|73.13657622|85.10549019
01/03/2011|01/02/2011|10|Self-Storage|88.70097726|113.78979831
01/03/2011|01/02/2011|11|Strip Center|81.62364045|100.58790521
01/03/2011|01/02/2011|12|Student Housing|104.23911438|127.10141807
01/03/2011|01/02/2011|13|Retail|82.03289324|100.32184087
01/03/2011|01/02/2011|18|Lab Space|95.62458695|115.56692751
01/03/2011|01/02/2011|23|Health Care - Medical Office|99.3668231|122.19378857
01/03/2011|01/02/2011|25|Health Care - Skilled Nursing|102.30257333|138.04165293
01/03/2011|01/02/2011|31|Health Care - Senior Housing (NNN)|91.32678501|113.39399853
01/03/2011|01/02/2011|32|Health Care - Senior Housing (RIDEA)|84.73234096|102.65564193
01/03/2011|01/02/2011|100|GS Universe|85.81548616|104.53639008
01/03/2011|01/02/2011|101|GS Major Sector|81.2138528|98.02046977
01/04/2011|01/03/2011|1|Apartment|91.12336375|110.79849741
01/04/2011|01/03/2011|4|Health Care|94.47516894|117.6856853
01/04/2011|01/03/2011|5|Lodging|84.78896066|105.59168474
01/04/2011|01/03/2011|6|Industrial|80.75057687|98.3451366
01/04/2011|01/03/2011|7|Mall|87.13567077|105.4424306
01/04/2011|01/03/2011|8|Manufactured Home Park|101.56236569|124.97295996
01/04/2011|01/03/2011|9|Office|75.90354096|88.60948807
01/04/2011|01/03/2011|10|Self-Storage|88.70097726|114.37186723
01/04/2011|01/03/2011|11|Strip Center|85.11805867|105.3503371
01/04/2011|01/03/2011|12|Student Housing|104.23832793|127.66426199
01/04/2011|01/03/2011|13|Retail|86.58476399|106.33658711
01/04/2011|01/03/2011|18|Lab Space|95.62458695|116.12869558
01/04/2011|01/03/2011|23|Health Care - Medical Office|99.3668231|122.74286998
01/04/2011|01/03/2011|25|Health Care - Skilled Nursing|102.30257333|138.95934233
01/04/2011|01/03/2011|31|Health Care - Senior Housing (NNN)|91.32678501|113.97827659
01/04/2011|01/03/2011|32|Health Care - Senior Housing (RIDEA)|84.73234096|103.12614385
01/04/2011|01/03/2011|100|GS Universe|87.73823095|107.32778096
01/04/2011|01/03/2011|101|GS Major Sector|83.78069355|101.51885091
01/05/2011|01/04/2011|13|Retail|87.74530816|108.21506075
01/05/2011|01/04/2011|31|Health Care - Senior Housing (NNN)|91.32678501|114.56556521
01/05/2011|01/04/2011|32|Health Care - Senior Housing (RIDEA)|84.73234096|103.59880222
01/05/2011|01/04/2011|100|GS Universe|88.88962804|109.18922134
01/05/2011|01/04/2011|101|GS Major Sector|85.33798889|103.81011344
01/05/2011|01/04/2011|1|Apartment|91.12336375|111.24825797
01/05/2011|01/04/2011|4|Health Care|94.47516894|118.27501956
01/05/2011|01/04/2011|5|Lodging|84.78896066|106.02392861
01/05/2011|01/04/2011|6|Industrial|81.69759868|99.93396374
01/05/2011|01/04/2011|7|Mall|87.13567077|105.87987421
01/05/2011|01/04/2011|8|Manufactured Home Park|101.56236569|125.59355045
01/05/2011|01/04/2011|9|Office|79.63949308|93.25254078
01/05/2011|01/04/2011|10|Self-Storage|88.70097726|114.95691361
01/05/2011|01/04/2011|11|Strip Center|87.39982886|108.63537792
01/05/2011|01/04/2011|12|Student Housing|104.23832793|128.23056621
01/05/2011|01/04/2011|18|Lab Space|95.62458695|116.6931944
01/05/2011|01/04/2011|23|Health Care - Medical Office|99.3668231|123.29441869
01/05/2011|01/04/2011|25|Health Care - Skilled Nursing|102.30257333|139.88313246
01/06/2011|01/05/2011|1|Apartment|95.20455353|116.68237818
01/06/2011|01/05/2011|4|Health Care|96.50554788|121.40916985
01/06/2011|01/05/2011|5|Lodging|85.09345667|106.83846025
01/06/2011|01/05/2011|6|Industrial|83.26579358|102.28910475
01/06/2011|01/05/2011|7|Mall|92.06370335|112.30725969
01/06/2011|01/05/2011|8|Manufactured Home Park|102.07075222|126.84590112
01/06/2011|01/05/2011|9|Office|81.29454422|95.47147896
01/06/2011|01/05/2011|10|Self-Storage|90.12773265|117.39403485
01/06/2011|01/05/2011|11|Strip Center|87.96337684|109.79750758
01/06/2011|01/05/2011|12|Student Housing|108.66918861|134.25008173
01/06/2011|01/05/2011|13|Retail|90.50945153|112.07844832
01/06/2011|01/05/2011|18|Lab Space|103.21122771|126.51861415
01/06/2011|01/05/2011|23|Health Care - Medical Office|101.22987693|126.16012422
01/06/2011|01/05/2011|25|Health Care - Skilled Nursing|102.810294|141.50729428
01/06/2011|01/05/2011|31|Health Care - Senior Housing (NNN)|91.96521131|115.95675854
01/06/2011|01/05/2011|32|Health Care - Senior Housing (RIDEA)|86.69475289|106.47298854
01/06/2011|01/05/2011|100|GS Universe|91.14086655|112.40994954
01/06/2011|01/05/2011|101|GS Major Sector|87.81847242|107.23350401
01/07/2011|01/06/2011|1|Apartment|95.20455353|117.14513675
01/07/2011|01/06/2011|4|Health Care|96.50554788|122.0080757
01/07/2011|01/06/2011|5|Lodging|85.09345667|107.27988752
01/07/2011|01/06/2011|6|Industrial|83.2111334|102.66198169
01/07/2011|01/06/2011|7|Mall|92.06378392|112.74858281
01/07/2011|01/06/2011|8|Manufactured Home Park|101.83216685|127.17898567
01/07/2011|01/06/2011|9|Office|81.54848738|96.05147639
01/07/2011|01/06/2011|10|Self-Storage|90.12773265|117.99454053
01/07/2011|01/06/2011|11|Strip Center|87.96337684|110.26224323
01/07/2011|01/06/2011|12|Student Housing|108.66918861|134.82797148
01/07/2011|01/06/2011|13|Retail|90.50949114|112.53585535
01/07/2011|01/06/2011|18|Lab Space|103.21122771|127.09085664
01/07/2011|01/06/2011|23|Health Care - Medical Office|101.22987693|126.71827064
01/07/2011|01/06/2011|25|Health Care - Skilled Nursing|102.810294|142.44802298
01/07/2011|01/06/2011|31|Health Care - Senior Housing (NNN)|91.96521131|116.55284392
01/07/2011|01/06/2011|32|Health Care - Senior Housing (RIDEA)|86.69475289|106.95344467
01/07/2011|01/06/2011|100|GS Universe|91.18141566|112.92084017
01/07/2011|01/06/2011|101|GS Major Sector|87.87265038|107.70982212
01/08/2011|01/07/2011|1|Apartment|95.21572659|117.62347859
01/08/2011|01/07/2011|4|Health Care|96.50554788|122.60993593
01/08/2011|01/07/2011|5|Lodging|85.09345667|107.72334153
01/08/2011|01/07/2011|6|Industrial|83.2111334|103.10360322
01/08/2011|01/07/2011|7|Mall|92.06378392|113.19154594
01/08/2011|01/07/2011|8|Manufactured Home Park|101.83216685|127.81182259
01/08/2011|01/07/2011|9|Office|81.52771846|96.3095005
01/08/2011|01/07/2011|10|Self-Storage|90.12773265|118.59811797
01/08/2011|01/07/2011|11|Strip Center|87.96337684|110.72894594
01/08/2011|01/07/2011|12|Student Housing|108.66918861|135.40834881
01/08/2011|01/07/2011|13|Retail|90.50949114|112.99508211
01/08/2011|01/07/2011|18|Lab Space|103.21122771|127.66568738
01/08/2011|01/07/2011|23|Health Care - Medical Office|101.22987693|127.27888635
01/08/2011|01/07/2011|25|Health Care - Skilled Nursing|102.810294|143.39500557
01/08/2011|01/07/2011|31|Health Care - Senior Housing (NNN)|91.96521131|117.15199352
01/08/2011|01/07/2011|32|Health Care - Senior Housing (RIDEA)|86.69475289|107.43606886
01/08/2011|01/07/2011|100|GS Universe|91.17882749|113.38044695
01/08/2011|01/07/2011|101|GS Major Sector|87.86963364|108.11782846
01/09/2011|01/08/2011|1|Apartment|98.68701291|122.37807128
01/09/2011|01/08/2011|4|Health Care|99.75490583|127.34306216
01/09/2011|01/08/2011|5|Lodging|81.41651958|103.51300821
01/09/2011|01/08/2011|6|Industrial|83.0985994|103.40768808
01/09/2011|01/08/2011|7|Mall|92.67295378|114.38521791
01/09/2011|01/08/2011|8|Manufactured Home Park|103.44791003|130.47576378
01/09/2011|01/08/2011|9|Office|81.28559898|96.30680854
01/09/2011|01/08/2011|10|Self-Storage|92.10704765|121.80934228
01/09/2011|01/08/2011|11|Strip Center|88.64188159|112.05173082
01/09/2011|01/08/2011|12|Student Housing|113.37727729|141.85778624
01/09/2011|01/08/2011|13|Retail|91.15800592|114.26581043
01/09/2011|01/08/2011|18|Lab Space|104.26562117|129.54733535
01/09/2011|01/08/2011|23|Health Care - Medical Office|103.90492922|131.20539325
01/09/2011|01/08/2011|25|Health Care - Skilled Nursing|103.32053446|145.05994322
01/09/2011|01/08/2011|31|Health Care - Senior Housing (NNN)|95.7525376|122.57879556
01/09/2011|01/08/2011|32|Health Care - Senior Housing (RIDEA)|92.15307211|114.68506754
01/09/2011|01/08/2011|100|GS Universe|92.19947623|115.11424684
01/09/2011|01/08/2011|101|GS Major Sector|88.73295399|109.59334963
01/10/2011|01/09/2011|13|Retail|91.19480343|114.77719008
01/10/2011|01/09/2011|31|Health Care - Senior Housing (NNN)|95.7525376|123.18344867
01/10/2011|01/09/2011|32|Health Care - Senior Housing (RIDEA)|92.15307211|115.17370557
01/10/2011|01/09/2011|100|GS Universe|92.21286597|115.59912084
01/10/2011|01/09/2011|101|GS Major Sector|88.74190864|110.02068835
01/10/2011|01/09/2011|1|Apartment|98.68701291|122.84925926
01/10/2011|01/09/2011|4|Health Care|99.79296633|128.00253998
01/10/2011|01/09/2011|5|Lodging|81.41651958|103.95728535
01/10/2011|01/09/2011|6|Industrial|83.0985994|103.85626323
01/10/2011|01/09/2011|7|Mall|92.67295378|114.83278231
01/10/2011|01/09/2011|8|Manufactured Home Park|103.44791003|131.11716618
01/10/2011|01/09/2011|9|Office|81.28559898|96.58934435
01/10/2011|01/09/2011|10|Self-Storage|92.10704765|122.43243358
01/10/2011|01/09/2011|11|Strip Center|88.71344526|112.61623859
01/10/2011|01/09/2011|12|Student Housing|113.37727729|142.44978975
01/10/2011|01/09/2011|18|Lab Space|104.66343635|130.62755178
01/10/2011|01/09/2011|23|Health Care - Medical Office|103.90492922|131.77219839
01/10/2011|01/09/2011|25|Health Care - Skilled Nursing|103.32053446|146.02428963
01/11/2011|01/10/2011|1|Apartment|98.68701291|123.32226143
01/11/2011|01/10/2011|4|Health Care|99.79300881|128.61640914
01/11/2011|01/10/2011|5|Lodging|81.41651958|104.40043317
01/11/2011|01/10/2011|6|Industrial|83.0985994|104.31290931
01/11/2011|01/10/2011|7|Mall|92.67295378|115.28209793
01/11/2011|01/10/2011|8|Manufactured Home Park|103.44791003|131.76172164
01/11/2011|01/10/2011|9|Office|81.23047362|96.804133
01/11/2011|01/10/2011|10|Self-Storage|92.10704765|123.05871217
01/11/2011|01/10/2011|11|Strip Center|88.71344526|113.09226624
01/11/2011|01/10/2011|12|Student Housing|113.37727729|143.04426382
01/11/2011|01/10/2011|13|Retail|91.19480343|115.24432011
01/11/2011|01/10/2011|18|Lab Space|104.66388196|131.21648256
01/11/2011|01/10/2011|23|Health Care - Medical Office|103.90492922|132.34145212
01/11/2011|01/10/2011|25|Health Care - Skilled Nursing|103.32053446|146.99504694
01/11/2011|01/10/2011|31|Health Care - Senior Housing (NNN)|95.7525376|123.79108439
01/11/2011|01/10/2011|32|Health Care - Senior Housing (RIDEA)|92.15307211|115.66442553
01/11/2011|01/10/2011|100|GS Universe|92.2013524|116.05451142
01/11/2011|01/10/2011|101|GS Major Sector|88.72686314|110.42063515
01/12/2011|01/11/2011|1|Apartment|99.55663274|124.8837879
01/12/2011|01/11/2011|4|Health Care|100.41348618|130.03285824
01/12/2011|01/11/2011|5|Lodging|81.57529986|105.04907406
01/12/2011|01/11/2011|6|Industrial|83.31151252|105.03478446
01/12/2011|01/11/2011|7|Mall|94.67615245|118.22508469
01/12/2011|01/11/2011|8|Manufactured Home Park|104.01920115|133.13709981
01/12/2011|01/11/2011|9|Office|80.85052989|96.63247297
01/12/2011|01/11/2011|10|Self-Storage|94.3716991|126.71385959
01/12/2011|01/11/2011|11|Strip Center|88.57810895|113.39777877
01/12/2011|01/11/2011|12|Student Housing|116.50865113|147.59196689
01/12/2011|01/11/2011|13|Retail|92.11086621|116.87099438
01/12/2011|01/11/2011|18|Lab Space|105.72132822|133.13322116
01/12/2011|01/11/2011|23|Health Care - Medical Office|104.35656017|133.48839754
01/12/2011|01/11/2011|25|Health Care - Skilled Nursing|103.8333072|148.70178412
01/12/2011|01/11/2011|31|Health Care - Senior Housing (NNN)|96.22775089|125.01608412
01/12/2011|01/11/2011|32|Health Care - Senior Housing (RIDEA)|92.9516036|117.15950009
01/12/2011|01/11/2011|100|GS Universe|92.77448568|117.24716613
01/12/2011|01/11/2011|101|GS Major Sector|89.09822583|111.30190727
01/01/2012|01/12/2011|13|Retail|92.25801293|117.53079303
01/01/2012|01/12/2011|31|Health Care - Senior Housing (NNN)|96.22775089|125.63275982
01/01/2012|01/12/2011|32|Health Care - Senior Housing (RIDEA)|92.9516036|117.65868092
01/01/2012|01/12/2011|100|GS Universe|92.79890823|117.75458546
01/01/2012|01/12/2011|101|GS Major Sector|89.11403194|111.74365096
01/01/2012|01/12/2011|1|Apartment|99.55663279|125.36161358
01/01/2012|01/12/2011|4|Health Care|100.41348618|130.65641581
01/01/2012|01/12/2011|5|Lodging|81.57529986|105.50961959
01/01/2012|01/12/2011|6|Industrial|83.21601973|105.37342129
01/01/2012|01/12/2011|7|Mall|94.81651921|118.85612712
01/01/2012|01/12/2011|8|Manufactured Home Park|104.01920115|133.79089735
01/01/2012|01/12/2011|9|Office|80.87141531|96.93974252
01/01/2012|01/12/2011|10|Self-Storage|94.3716991|127.36203895
01/01/2012|01/12/2011|11|Strip Center|88.72978945|114.07288375
01/01/2012|01/12/2011|12|Student Housing|116.50865113|148.19911799
01/01/2012|01/12/2011|18|Lab Space|105.72132822|133.73295212
01/01/2012|01/12/2011|23|Health Care - Medical Office|104.35656017|134.06506522
01/01/2012|01/12/2011|25|Health Care - Skilled Nursing|103.8333072|149.69034119
01/02/2012|01/01/2012|1|Apartment|99.50635429|125.77795681
01/02/2012|01/01/2012|4|Health Care|100.41348618|131.28296358
01/02/2012|01/01/2012|5|Lodging|81.57529986|105.97328621
01/02/2012|01/01/2012|6|Industrial|83.21601973|105.83426457
01/02/2012|01/01/2012|7|Mall|94.73479988|119.21113208
01/02/2012|01/01/2012|8|Manufactured Home Park|104.01920115|134.44790551
01/02/2012|01/01/2012|9|Office|81.09682803|97.493068
01/02/2012|01/01/2012|10|Self-Storage|94.3716991|128.01353396
01/02/2012|01/01/2012|11|Strip Center|88.73138022|114.55779724
01/02/2012|01/01/2012|12|Student Housing|116.50865113|148.80876675
01/02/2012|01/01/2012|13|Retail|92.21908282|117.9561226
01/02/2012|01/01/2012|18|Lab Space|105.72132822|134.33538471
01/02/2012|01/01/2012|23|Health Care - Medical Office|104.35656017|134.6442241
01/02/2012|01/01/2012|25|Health Care - Skilled Nursing|103.8333072|150.6854701
01/02/2012|01/01/2012|31|Health Care - Senior Housing (NNN)|96.22775089|126.25247743
01/02/2012|01/01/2012|32|Health Care - Senior Housing (RIDEA)|92.9516036|118.1599886
01/02/2012|01/01/2012|100|GS Universe|92.83091208|118.27375321
01/02/2012|01/01/2012|101|GS Major Sector|89.15547673|112.21915869
01/03/2012|01/02/2012|1|Apartment|101.19979948|128.39975114
01/03/2012|01/02/2012|4|Health Care|101.06574853|132.76529909
01/03/2012|01/02/2012|5|Lodging|81.57529986|106.43975381
01/03/2012|01/02/2012|6|Industrial|83.11219417|106.16507781
01/03/2012|01/02/2012|7|Mall|94.61660277|119.52101053
01/03/2012|01/02/2012|8|Manufactured Home Park|104.55731058|135.80366246
01/03/2012|01/02/2012|9|Office|80.92409274|97.56963196
01/03/2012|01/02/2012|10|Self-Storage|95.27382216|129.89207547
01/03/2012|01/02/2012|11|Strip Center|88.62067335|114.89977916
01/03/2012|01/02/2012|12|Student Housing|117.14468345|150.23328528
01/03/2012|01/02/2012|13|Retail|92.10402448|118.28549404
01/03/2012|01/02/2012|18|Lab Space|107.08349107|136.67137079
01/03/2012|01/02/2012|23|Health Care - Medical Office|104.81015417|135.81112665
01/03/2012|01/02/2012|25|Health Care - Skilled Nursing|104.3486248|152.43505623
01/03/2012|01/02/2012|31|Health Care - Senior Housing (NNN)|96.70532263|127.50183437
01/03/2012|01/02/2012|32|Health Care - Senior Housing (RIDEA)|93.75705458|119.68732072
01/03/2012|01/02/2012|100|GS Universe|93.17525191|119.1930659
01/03/2012|01/02/2012|101|GS Major Sector|89.431706|112.99201318
01/04/2012|01/03/2012|13|Retail|93.95599103|121.14177179
01/04/2012|01/03/2012|31|Health Care - Senior Housing (NNN)|96.70532263|128.1307717
01/04/2012|01/03/2012|32|Health Care - Senior Housing (RIDEA)|93.75705458|120.19727182
01/04/2012|01/03/2012|100|GS Universe|93.40152535|119.96757809
01/04/2012|01/03/2012|101|GS Major Sector|89.58506671|113.61511938
01/04/2012|01/03/2012|1|Apartment|101.20009048|128.89139862
01/04/2012|01/03/2012|4|Health Care|101.06574853|133.40178762
01/04/2012|01/03/2012|5|Lodging|81.96297318|107.41459208
01/04/2012|01/03/2012|6|Industrial|82.83779626|106.2831632
01/04/2012|01/03/2012|7|Mall|97.91165617|124.14317378
01/04/2012|01/03/2012|8|Manufactured Home Park|104.55735587|136.47016397
01/04/2012|01/03/2012|9|Office|80.11895215|96.88369565
01/04/2012|01/03/2012|10|Self-Storage|95.27382216|130.55651236
01/04/2012|01/03/2012|11|Strip Center|89.0982814|116.00537359
01/04/2012|01/03/2012|12|Student Housing|117.14468254|150.8572832
01/04/2012|01/03/2012|18|Lab Space|107.08349107|137.2852681
01/04/2012|01/03/2012|23|Health Care - Medical Office|104.81015417|136.39782848
01/04/2012|01/03/2012|25|Health Care - Skilled Nursing|104.3486248|153.44843178
01/05/2012|01/04/2012|1|Apartment|101.20009048|129.38455801
01/05/2012|01/04/2012|4|Health Care|101.06574853|134.04132754
01/05/2012|01/04/2012|5|Lodging|81.96297318|107.88221093
01/05/2012|01/04/2012|6|Industrial|83.60569003|107.73750639
01/05/2012|01/04/2012|7|Mall|97.31992413|123.85952309
01/05/2012|01/04/2012|8|Manufactured Home Park|104.55735587|137.13987715
01/05/2012|01/04/2012|9|Office|80.08516085|97.13043813
