Property ID|grade_id|manager_id|market_id|state_id|type_id|Year Built|year_acquired|year_renovation|Grade|Manager|Market|Type|Property|Address|City|State|Zip|Latitude|Longitude|GLA Mall|GLA Shop|groundLease|HHI_10mi|levels|movie|NOI_estimate|Occupancy|population_10mi|Sales per SF|sales_SF_exApple|screens|Stores|superZipsServed_10mi|tap_score|Value|Nominal Cap Rate
146|6|54|2|48|1|1969|1987|2007|B-||Other|Mall|Columbia Center|1321 N. Columbia Center Blvd.|Kennewick|WA|99336|46.20844|-119.22494|806481|343163.25||78226.53178237|1|Columbia Center|7.55319255|0.911|260859|331.65|331.65|8|118|0|50.9|56.43364916|0.133842
147|7|17|2|25|1|1985||2003|B||Other|Mall|Columbia Mall| 2300 Bernadette Drive|Columbia|MO|65203|38.965789|-92.374299|727516|306456||61321.1359097|1|none|10.21236806|0.8638|157445|372.3|372.3||106|0|56.7|85.43288589|0.11953673
148|9|17|2|41|1|1990||1993|A-||Other|Mall|Columbiana Centre|100 Columbiana Circle|Columbia|SC|29212|34.074796|-81.155515|801544|295514||64059.4511098|1|none|17.03314035|0.96296667|313685|561.6|561.6||95|0|46.6|191.02343945|0.0891678
150|3|234|2|16|1|1958||2007|C-||Other|Mall|Concord Mall (IN)|3701 S Main St|Elkhart|IN|46517|41.643693|-85.930547|528466|192323||60618.18009022|1|None|3.0100811|0.67|195131|235.2|235.2||64|0|18.3|11.50836628|0.2615559
151|6|96|204|9|1|1965|||B-||Philadelphia|Mall|Concord Mall|4737 Concord Pike|Wilmington|DE|19803|39.820602|-75.547005|862000|431000||84805.44092232|1|None|13.40058257|0.85427083|493897|376.2|376.2||82|5|84|100.12240121|0.133842
152|4|253|2|30|1|1978|||C||Other|Mall|Conestoga Mall|3404 West 13th Street|Grand Island|NE|68803|40.931737|-98.383845|612539|306269.5||61210.09936518|1|ShowPlex|4.55221873|0.71816667|57997|220.5|220.5|7|67|0|26.7|20.72699862|0.21962749
153|7|62|171|7|1|1960|||B||Fairfield County|Mall|Connecticut Post|1201 Boston Post Road|Milford|CT|6460|41.236415|-73.038642|1332489|664347||69308.42258431|2|Cinema de Lux|21.53207767|0.8838|570089|362.1|362.1|14|193|1|67.2|180.12938067|0.11953673
154|9|4|192|43|1|1991|1991|1994|A-||Nashville|Mall|CoolSprings Galleria|1800 Galleria Blvd.|Franklin|TN|37067|35.958986|-86.810966|1166203|430857||113786.94540041|2|none|20.46780199|0.91|299298|595|490||180|2|77|229.54251844|0.0891678
155|12|54|154|20|1|1984|2002|2002|A++||Boston|Mall|Copley Place|100 Huntington Avenue|Boston|MA|2116|42.3473561|-71.0784497|1264047|566578.35||95666.31841059|2|none|58.83318275|0.962|1858849|1102.1|1102.1||75|27|97.5|1067.93379142|0.05509067
156|8|17|2|13|1|1998|1998|0|B+||Other|Mall|Coral Ridge Mall|1451 Coral Ridge Avenue|Coralville|IA|52241|41.691107|-91.60823|1031887|589522||68913.92980615|1|Marcus Coral Ridge|24.77811629|0.97785714|143219|422.3|422.3|10|107|0|63.7|237.91013027|0.10414906
157|7|54|189|10|1|1984||2008|B||Miami|Mall|Coral Square|9469 W. Atlantic Blvd.|Coral Springs|FL|33071|26.240026|-80.251972|943940|424742.85||66154.16764864|1|none|15.7683471|0.929|1112014|387.6|387.6||101|1|46.5|131.91214714|0.11953673
158|8|54|2|10|1|1971|1998|2008|B+||Other|Mall|Cordova Mall|5100 N. 9th Avenue|Pensacola|FL|32504|30.473365|-87.211984|927148|418358.25||57661.82069715|1|none|19.72121122|0.964|288916|473.8|473.8||127|0|27.1|189.35563439|0.10414906
159|3|169|2|19|1|1976|||C-||Other|Mall|Florline Commons|9401 Cortana Place|Baton Rouge|LA|70815|30.459582|-91.090156|1600000|800000||61074.47771417|1|None|1.205248|0.67|437430|147|147||109|0|36.2|4.60799393|0.2615559
161|6|318|2|33|1|1996||0|B-||Other|Mall|Cottonwood Mall|10,000 Coors Blvd., NW|Albuquerque|NM|87114|35.1974|-106.6814|1048428|473331.15||64448.07095833|2|United Artist Theatre|9.985042|0.93|520475|361.35|361.35|16|143|1|70.3|74.60320298|0.133842
162|7|62|225|10|1|1975||2009|B||Tampa-St. Petersburg|Mall|Countryside|27001 US Highway 19 North|Clearwater|FL|33761|28.017283|-82.733278|1262605.47|463784.64888935||65075.94918641|2|None|15.068608|0.9038|561308|397.8|397.8||168|0|58.4|126.05838919|0.11953673
163|3|276|2|23|1|1968|||C-||Other|Mall|Courtland Center|4190 E. Court Street|Burton|MI|48509|43.00415|-83.617226|472000|236000||50299.52737092|1|None|2.26684793|0.67|291284|147|147||38|0|10.2|8.66678187|0.2615559
164|3|114|204|39|1|1967|||C-||Philadelphia|Mall|Coventry Mall|351 W Schuykill Road|Pottstown|PA|19465|40.2074012|-75.6906241|890000|312000||93716.21952105|1|Carmike|4.72494868|0.69|208688|210.7|210.7|8|97|1|44.5|18.06477573|0.2615559
165|9|171|209|28|1|1972|||A-||Raleigh-Durham|Mall|Crabtree Valley Mall|4325 Glenwood Ave.|Raleigh|NC|27612|35.841222|-78.678736|1300000|520000||81158.10660897|2|None|30.79416811|0.91296667|659579|712.4|630||246|6|89|345.35075651|0.0891678
166|3|17|2|39|1|1981||2008|C-||Other|Mall|Cranberry Mall|6945 US 322|Cranberry|PA|16319|41.35168|-79.7182|405591|148606||50939.89782044|1|Mall Cinemas|2.21488547|0.69|35819|210.7|210.7|5|46|0|7.5|8.46811509|0.2615559
170|2||2|30|1|1960|1994|1998|D||Other|Mall|Crossroads Mall|7400 Dodge Street|Omaha|NE|68114|41.259837|-96.02793|677320|188403||71564.78627144|1|none|1.81193721|0.63|710820|102.9|102.9||100|3|75|5.85764599|0.30932856
172|7|54|2|7|1|1984|1998|1997|B||Other|Mall|Crystal Mall|850 Hartford Turnpike|Waterford|CT|6385|41.37507|-72.14175|782704|352347.75||78151.26290162|2|None|5.57654312|0.834|152966|392.7|392.7||130|0|17|46.65129275|0.11953673
173|2||2|10|1|1990||1998|D||Other|Mall|Crystal River Mall|1801 Northwest Highway 19|Crystal River|FL|34428|28.9474|-82.5996|420109|121804||47439.34072671|1|Regal|1.49838897|0.67|66674|147|147|9|46|0|5.2|4.84400456|0.30932856
174|9|17|150|11|1|1973|1998|2007|A-||Atlanta|Mall|Cumberland Mall|2860 Cumberland Mall SE|Atlanta|GA|30339|33.87994|-84.465135|1038892|538317||88415.50550278|2|none|21.2128035|0.98296667|993223|572|490||130|12|86.6|237.89756913|0.0891678
175|11|54|189|10|1|1962|1997|2002|A+||Miami|Mall|Dadeland Mall|7535 Dadeland Mall|Miami|FL|33156|25.688837|-80.314031|1488746|673650.9||68655.95872378|1|None|67.65456778|0.986|1373385|1213.7|980||189|5|86.7|1103.01372426|0.06133611
176|5||2|29|1|1980|2005||C+||Other|Mall|Dakota Square|2400 10th St SW|Minot|ND|58701|48.208063|-101.306905|757509|201701||70632.60201717|1|Carmike|6.51219026|0.93|57376|305|305|9|86|0|42|35.0702747|0.18568974
177|5|19|2|36|1|1969||2006|C+||Other|Mall|Dayton Mall|2700 Miamisburg-Centerville Rd|Dayton|OH|45459|39.636577|-84.218972|1447659|649367.55||68728.88262588|2|none|9.02171425|0.902|415315|328.3|328.3||150|0|67.9|48.58488222|0.18568974
178|9|17|177|44|1|1984||2003|A-||Houston|Mall|Deerbrook Mall|20131 Hwy. 59 N|Humble|TX|77338|30.006968|-95.267851|1293852|640312||71432.36247632|2|AMC|22.173014|0.98296667|569254|556.4|556.4|24|131|3|20.8|248.66614783|0.0891678
179|9|35|204|32|1|1975|2006|1990|A-||Philadelphia|Mall|Deptford Mall|1750 Deptford Center Road|Deptford|NJ|8096|39.828337|-75.098547|1040000|372000||76312.21019059|2|AMC|19.93030732|0.96|994988|533|533|6|145|6|39.1|223.51461767|0.0891678
180|2||225|10|1|1973||1996|D||Tampa-St. Petersburg|Mall|DeSoto Square|303 U.S. Highway 301 Blvd.|Bradenton|FL|34205|27.497697|-82.562844|678219|253949||60678.22014525|1|Dollar Movies|1.97492463|0.63|390397|100|100|7|111|1|12.6|6.3845531|0.30932856
182|11|58|189|10|5|2001|2007||A+||Miami|Outlet Center|Dolphin Mall|11401 NW 12th Street|Miami|FL|33172|25.782937|-80.376756|1434000|702000||62594.84752244|2|Cobb Theater|56.55845544|0.96271429|1359430|978.73|978.73|19|227|0|53|1028.67503696|0.05498185
183|7|54|2|9|1|1982|2007|1999|B||Other|Mall|Dover Mall|1365 North DuPont Highway|Dover|DE|19901|39.194141|-75.539864|927245|417336.3||65308.84272941|1|Carmike Cinemas|5.85264852|0.89|134093|392.7|392.7|14|80|0|15.6|48.9610882|0.11953673
185|6|36|2|10|1|1996|1996|2000|B-||Other|Mall|Eagle Ridge Mall|451 Eagle Ridge Drive|Lake Wales|FL|33859|27.95408|-81.62014|622917|227462||51623.63426862|1|Regal Eagle Ridge Mall Theatres 12|6.189491|0.82427083|159569|321.75|321.75|12|90|0|2.6|46.24475828|0.133842
186|3|36|186|5|1|1973|2002|2002|C-||Los Angeles|Mall|Eagle Rock Plaza|2700 Colorado Blvd #230|Los Angeles|CA|90041|34.141382|-118.225859|458398|167913||72686.37182705|2|None|1.84730422|0.67|2588486|147|147||51|5|75.2|7.06275109|0.2615559
188|4|262|2|35|1|1972|||C||Other|Mall|Eastern Hills Mall|4545 Transit Road|Willliamsville|NY|14221|42.9728381|-78.6967307|996729|280944||65833.25987264|1|Cinema I, II, III|7.85683373|0.78816667|585887|338.1|338.1|3|91|1|74.4|35.77345284|0.21962749
189|6|4|161|36|1|1980|2003|1995|B-||Cincinnati|Mall|Eastgate Mall|4601 Eastgate Boulevard|Cincinnati|OH|45245|39.102377|-84.273236|837550|256836||85084.63738828|1|none|6.02337|0.81|330685|330|330||115|1|58.6|45.00358583|0.133842
191|3|62|186|5|1|1957|||C-||Los Angeles|Mall|Eastland|2648 East Workman Avenue|West Covina|CA|91791|34.075231|-117.891548|806331|592976||84210.67497539|1|none|7.55441836|0.67|1256071|230.3|230.3||41|0|61.7|28.88261498|0.2615559
192|2|19|1282|36|1|1968||2005|D||Columbus|Mall|Eastland Mall (OH)|2740 B Eastland Mall|Columbus|OH|43232|39.9239|-82.8698|999299|272655||63282.01828377|1|none|5.54333355|0.72|695377|259.7|259.7||80|1|31.8|17.92053572|0.30932856
193|6|17|2|51|1|1982|1995|1997|B-||Other|Mall|Eastridge Mall (WY)|601 SE Wyoming Blvd|Casper|WY|82609|42.844185|-106.266522|570955|281159||70984.66646986|1|Eastridge Movies 4|7.91348369|0.81427083|76465|361.35|361.35|4|77|0|32.4|59.125563|0.133842
194|3|179|158|28|1|1976|||C-||Charlotte|Mall|Eastridge|246 N New Hope Road|Gastonia|NC|28054|35.26512|-81.15101|899384|299637||58819.46744806|2|none|3.5289719|0.67|217437|151.9|151.9||81|0|15.8|13.49222823|0.2615559
195|6|17|191|24|1|1976|1997|2001|B-||Minneapolis|Mall|Eden Prairie Center|8251 Flying Cloud Drive|Eden Prairie|MN|55344|44.852857|-93.430159|1135549|404048||99427.45571097|2|AMC|11.3485696|0.82427083|692348|331.65|331.65|18|114|6|88.5|84.79079418|0.133842
196|6|318|2|10|1|1965|1997|2007|B-||Other|Mall|Edison Mall|4125 Cleveland Avenue|Fort Myers|FL|33901|26.602542|-81.871588|1049982|467606.7||58720.80019452|1|None|15.2784371|0.9|509176|361.35|361.35||128|0|15.6|114.15278411|0.133842
198|7|44|204|39|1|1966|1966|2009|B||Philadelphia|Mall|Plymouth Meeting Mall|500 W Germantown Park|Plymouth Meeting|PA|19462|40.1023319|-75.2743467|877798|181617||80504.40503627|2|AMC|4.16979052|0.812|1185889|345|345|12|93|14|78.4|34.88292189|0.11953673
199|4|36|2|7|1|1971|||C||Other|Mall|Enfield Square|90 Elm Street|Enfield|CT|6082|41.997781|-72.584464|720630|249958||71663.22546144|1|Enfield Cinemas|5.06123724|0.74816667|360394|264.6|264.6|12|63|1|44.7|23.04464344|0.21962749
200|5|319|2|19|1|1985|2007|2002|C+||Other|Mall|Esplanade Mall|1401 West Esplanade Avenue|Kenner|LA|70065|30.020175|-90.248571|814839|365000||64947.65977437|2|None|9.0879817|0.80571429|376328|318.5|318.5||135|0|52.9|48.94175411|0.18568974
203|6|44|204|39|1|1973||2000|B-||Philadelphia|Mall|Exton Square Mall|260 Exton Square Parkway|Exton|PA|19341|40.0330091|-75.62596|991342|201543||117911.75699734|2|none|3.01966817|0.658|318306|338|338||117|6|76.7|22.56143911|0.133842
204|10|58|1521|46|1|1980|2000||A||D.C. Metro|Mall|Fair Oaks Mall|11750 Fair Oaks Mall|Fairfax|VA|22033|38.862317|-77.359672|1557000|561000||134063.01710824|2|none|28.20032146|0.92336667|912990|670.985|580||162|18|94.5|373.97969907|0.07540602
206|7|179|169|23|1|1976|1996|2000|B||Detroit|Mall|Fairlane Town Center|18900 Michigan Avenue|Dearborn|MI|48126|42.309742|-83.222251|1386000|589000||47427.35555672|3|AMC Star Theater|9.173116|0.8238|1073105|372.3|372.3|21|128|0|49.7|76.73888835|0.11953673
208|10|54|189|10|1|1980|2007|1996|A||Miami|Mall|The Falls|8888 SW 136th Street|Miami|FL|33176|25.646271|-80.337916|831327|377985.15||73210.81260486|1|Regal|28.54790874|0.984|1081148|871.5|745|12|100|0|85.1|378.5892417|0.07540602
209|12|54|1521|46|1|1989|0|0|A++||D.C. Metro|Mall|The Fashion Centre at Pentagon City|1100 S. Hayes St.|Arlington|VA|22202|38.8617937|-77.0592157|1037258|466812||104730.08900302|4|None|33.77870121|0.969|2065831|1118.15|995||147|29|97.7|613.14745805|0.05509067
210|12|70|201|5|1|1967||2009|A++||Orange County|Mall|Fashion Island|401 Newport Center Dr|Newport Beach|CA|92660|33.614184|-117.873184|1450000|580000||100614.5668596|1|Edwards|63.11226573|0.95506667|1107698|1353.55|1060|12|145|10|93|1145.60725911|0.05509067
211|11|54|178|16|1|1988|1997|2009|A+||Indianapolis|Mall|The Fashion Mall at Keystone|8702 Keystone Crossing|Indianapolis|IN|46240|39.914274|-86.109778|716548|322449.75||76978.74924019|2|none|15.52965376|0.961|760275|1060|555||96|4|84.8|253.18942676|0.06133611
212|4|4|2|23|1|1972|2001|1993|C||Other|Mall|Fashion Square Mall|4787 Fashion Square Mall|Saginaw|MI|48604|43.4824|-83.9693|748337|225441||51031.38474765|1|Fashion Square Cinema|5.05789525|0.75816667|190144|245|245|10|110|0|16.7|23.02942679|0.21962749
213|11|35|186|5|1|1980|1999|2011|A+||Los Angeles|Mall|Santa Monica Place|395 Santa Monica Place|Santa Monica|CA|90401|34.014899|-118.493611|526000|303000||98724.40797509|3|none|18.23629694|0.947|1160253|820|465||76|15|97|297.31748291|0.06133611
215|11|54|216|5|1|1969|2001|1997|A+||San Diego|Mall|Fashion Valley Mall|7007 Friars Road|San Diego|CA|92108|32.768997|-117.170486|1724929|777181.5||81353.95837688|2|AMC Theater|93.72287639|0.969|1233150|1282.6|1085|18|200|2|83.5|1528.02127537|0.06133611
216|10|4|2|18|1|1971|2001|2005|A||Other|Mall|Fayette Mall|3401 Nicholasville Road|Lexington|KY|40503|37.990202|-84.524336|1158534|460257||65119.52000021|1|cinemark|16.84571324|0.95|366879|460|345|16|187|1|86.4|223.40010467|0.07540602
217|3|4|2|43|1|1983|1996|2004|C-||Other|Mall|Foothills Mall (TN)|197 Foothills Drive|Maryville|TN|37801|35.743545|-83.995479|463751|121596||66599.20104851|1|Carmike|3.0610159|0.89|131533|240.1|240.1|12|65|0|33.8|11.70310399|0.2615559
220|3|81|1521|21|1|1980|||C-||D.C. Metro|Mall|Centre at Forestville|3393 Donnell Drive|Forestville|MD|20747|38.845754|-76.88504|463461|174640||88754.45924592|1|None|1.42543722|0.63|1225120|107.8|107.8||70|7|38.2|5.44983776|0.2615559
221|9|62|186|5|1|1975|1998|2009|A-||Los Angeles|Mall|Culver City|6000 Sepulvada Blvd.|Culver City|CA|90230|33.985787|-118.394938|1065626.1|523904.15025393||76795.2360199|3|none|34.8053963|0.93296667|2789740|707.2|707.2||142|14|90|390.33592008|0.0891678
222|8|17|2|49|1|1984||2003|B+||Other|Mall|Fox River Mall|4301 West Wisconsin Avenue|Appleton|WI|54913|44.272892|-88.469742|1185248|590334||72291.49815463|1|none|21.5347215|0.95785714|245930|432.6|432.6||135|0|41.7|206.76827637|0.10414906
223|7|62|160|15|1|1972|1997||B||Chicago|Mall|Fox Valley|195 Fox Valley Center|Aurora|IL|60504|41.75883552|-88.21179998|1404987|525235||101258.51017286|2|none|15.38906668|0.8438|796843|321.3|321.3||176|3|91|128.73922776|0.11953673
224|6|44|2|21|1|1978||1991|B-||Other|Mall|Francis Scott Key Mall|5500 Buckeystown Pike|Frederick|MD|21703|39.384315|-77.409496|754267|156652||101115.61329928|1|none|3.95911279|0.883|201290|376|376||87|0|52.5|29.58049604|0.133842
226|2|161|2|30|1|1966|||D||Other|Mall|Fremont Mall|860 E 23rd St.|Fremont|NE|68025|41.451637|-96.48634|245000|74000||60172.39575292|1|Mainstreet 7|0.79210962|0.63|35065|137.2|137.2|7|15|0|17.1|2.56073869|0.30932856
227|5|4|2|51|1|1981||1997|C+||Other|Mall|Frontier Mall|1400 Dell Range Blvd|Cheyenne|WY|82009|41.160437|-104.806217|520276|200156||72858.7423764|1|Frontier Cinema|6.20249856|0.94|91149|315|315|9|87|0|46.7|33.40248356|0.18568974
